"dtc","modelType","factory","serialStart","serialEnd","ecu","compFull","standard","event","symptom","condition","preDtc","causes","actions","mode"
"PSID5 브레이크 냉각 오일 솔레노이드","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PWM5201","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID96 연료 레벨","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE2303","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID8 솔레노이드 밸브 S7 전진 클러치","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA4206","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1411  주차 브레이크 공급 공기 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE4608","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID240 프로그램 메모리","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","ER12","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID250 SAE J1708/J1587 데이터 링크","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","ER14","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID191 출력 샤프트 속도","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE4213","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID102 브레이크 부스터 펌프 모터","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","오류 - 서비스브레이크시스템 MO5201","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID218 ECM 메인 릴레이","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","RE3101","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID19 EGR 스테핑 모터 ""C""","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MO2501","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID118 연료 랙 엑츄에이터 릴레이","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","RE2307","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID164 인젝션 컨트롤 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","128 PID164","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID97 Pressure Release Valve","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","128 PSID97","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID42 연료 제어 유니트","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","128 SID42","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID232 5 V 공급","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","128 SID232","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1191 플로우 컨트롤 PPV 전류","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","ER32","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1121 부스트 솔레노이드","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","187 PPID1121","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1290 Q-맥스 릴레이","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA4214","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID127 락업 클러치 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PSID127","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID109 브레이크 압력 솔레노이드 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PWM5201","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1331 CDC 시스템 상태 / 명령 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PPID1331","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID122 후처리 버너 연소 공기 솔레노이드 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA2506","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID58 후처리 버너 마스터 공기 솔레노이드 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","FX1032","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1415 기어 실렉터 #2","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE4201","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID1 기후 컨트롤 패널","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PSID1","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID120 PWM 밸브 액츄에이터 P1","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PWM4201","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID58 수직 차동 잠금 장치, 솔레노이드 밸브 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA4604","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID55 디퍼렌셜 잠금 장치 6x6 솔레노이드 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","Ma4602","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1389 적재 및 덤프 브레이크 스위치 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SW5901","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1122 컨플럭스 차단 솔레노이드","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA9123","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID231 SAE J1939 데이터 링크","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","EF2108","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID404 터보 차저 압축기 출구 온도 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PID404","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID40 기어 솔레노이드 s1","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PWM4210","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID70 FMI12 주차 브레이크 스위치, 상태","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","EF5504-11","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID211 센서, 공급 전압 #2 (+5V DC)","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","EF2102","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1157 냉각수 온도, 냉각시 배출부","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PPID1157","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID77 ACM 컨트롤 유닛 EEPROM ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","EF2502","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID39 서스펜션 배출 솔레노이드, 축 #1, 우측","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA7604","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID102 부스트 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","FX1007","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID22 후처리 점화 시스템 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PSID22","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1326 공기 출구 온도","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE8708","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1269 물 밸브 액츄에이터 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MO8707","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID86  기어 솔레노이드 S7","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","오류 - 트랜스미션 PWM4211","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID127 변속기 오일 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","경고 - 트랜스미션 오일압력 낮음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1162 주차 브레이크 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","오류 - 주차 브레이크 압력 센서 SE5501","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1027 유압 오일 레벨","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","오류 - 유압 오일 레벨 센서 SE9104","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID35 역회전가능 팬, 감속 솔레노이드","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","오류 - 팬 펌프 조절 밸브 PWM2601","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1209 이차 스티어링 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE6404","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID79 boom suspension accumulator solenoid","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA9174","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID202 데이터 링크, MID140","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","통신 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID51 스로틀 위치 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","FX1054","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID228 솔레노이드 전원","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","트랜스미션 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID2 솔레노이드 밸브 S2","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PWM4227","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID5 솔레노이드 밸브 S5","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA4710","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID9 Displacement sensor 2","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE4406","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID59 후처리 분무 공기 솔레노이드 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","FX1032","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID117 엔진 보호 기능 상태 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PPID117","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID126 후처리 센서 전압 공급 장치 #2 (+5V DC) ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PSID126","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID341 보조 공기 압력 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MO2502 ","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1386 재생 스위치 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SW2506","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID55 ECU 온도","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","5057 EMR, internal temperature","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID411 재순환된 엔진 배기 가스. 가스 차동 압력","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SPN 411 - None","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PSID88 ACM 컨트롤 유닛 가열 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","5080 Motor controller message, FMI [x] : SPN 3840","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID52 엔진 인터쿨러 온도 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","None","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID190 엔진 속도","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","PID190","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"SID126 연료 펌프 압축 어셈블리 #1 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","MA2310 (PWM)","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PPID1042 엔진 오일 압력 ","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SE2203","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"PID107 공기 필터 압력 하락","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","컨트롤 유니트 (ECU)",,"ISO 14229 / SAE J1939","고장 감지","SPN 107- None","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
